uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
doi:10.1007/s42489-020-00069-6,Creating Immersive Virtual Environments Based on Open Geospatial Data and Game Engines,"Abstract Modern game engines like Unity allow users to create realistic 3D environments containing terrains as well as natural and artificial objects easily and swiftly. In addition, recent advances of game engine capabilities enable effortless implementation of virtual reality (VR) compatibility. 3D environments created with VR compatibility can be experienced from an egocentric and stereoscopic perspective that surpasses the immersion of the ‘classical’ screen-based perception of 3D environments. Not only game developers benefit from the possibilities provided by game engines. The ability to use geospatial data to shape virtual 3D environments opens a multitude of possibilities for geographic applications, such as construction planning, spatial hazard simulations or representation of historical places. The multi-perspective, multimodal reconstruction of three-dimensional space based on",2021,KN - Journal of Cartography and Geographic Information,Julian Keil; Dennis Edler; Thomas Schmitt; Frank Dickmann,10.1007/s42489-020-00069-6,,https://doi.org/10.1007/s42489-020-00069-6,openalex,energy based model robot learning,concept,ebm,,121,,2026-06-12T18:26:24Z,20.652,21.652
doi:10.1016/j.cie.2021.107350,A new data envelopment analysis-based model for failure mode and effect analysis with heterogeneous information,,2021,Computers & Industrial Engineering,An-Yu Yu; Hu-Chen Liu; Ling Zhang; Yao Chen,10.1016/j.cie.2021.107350,,https://doi.org/10.1016/j.cie.2021.107350,crossref,robot foundation model failure mode,hostile,failure,,28,robot foundation model; failure mode,2026-06-12T15:07:36Z,20.484,24.484
doi:10.1161/cir.0000000000000460,Correction to: 2016 ACC/AHA/HFSA Focused Update on New Pharmacological Therapy for Heart Failure: An Update of the 2013 ACCF/AHA Guideline for the Management of Heart Failure: A Report of the American College of Cardiology Foundation/American Heart Association Task Force on Clinical Practice Guidelines and the Heart Failure Society of America,,2016,Circulation,,10.1161/cir.0000000000000460,,https://doi.org/10.1161/cir.0000000000000460,crossref,robot foundation model failure mode,hostile,failure,,67,robot foundation model; failure mode,2026-06-12T15:07:36Z,19.910,23.910
doi:10.4271/2023-36-0013,Big Data and Telemetry Data Methodology for Usage Failure Mode Detection,"Using current technologies, a single “entry level” vehicle has millions of electrical signals sent through dozens of modules, sensors and actuators, and those signals can be sent over the air, creating a telemetry data that can be used for several ends. One electrical device is set up to have diagnosis, in order to make maintenance feasible and support repair, plus giving improvement directions for specialists on new developments and specifications, but in several cases the diagnosis can only determine the mechanism of failure, but not the event that triggered that failure. Current evaluation method involves teardown, testing and knowledge from the involved specialized team, but this implies in recovering of failed parts, which in larger automakers with thousands of dealers/repair shops, reduces the sample for analyses when there is a systemic issue with one component. This specificity i",2024,SAE Technical Paper Series,Christopher Prazeres; Afonso Hachyia; Marcio Takahashi,10.4271/2023-36-0013,,https://doi.org/10.4271/2023-36-0013,crossref,robot foundation model failure mode,hostile,failure,,,robot foundation model; failure mode,2026-06-12T15:07:36Z,19.800,24.800
doi:10.1038/s41539-025-00373-8,Motor learning mechanisms are not modified by feedback manipulations in a real-world task,"Abstract Error-based and reward-based mechanisms of motor learning co-occur in real-world scenarios but are traditionally isolated in laboratory tasks via feedback manipulations. We examined the distinctiveness of these mechanisms by applying lab-based feedback manipulations to a real-world task. Using Embodied Virtual Reality of pool billiards, we introduced visual perturbations while maintaining full proprioception. 32 participants underwent two sessions, learning visuomotor rotation with either error or reward feedback. The reward-dependent motor variability and inter-trial variability decay - indicators of reward-based learning - were higher in the error-condition. Moreover, post-movement beta rebound (PMBR), a neural marker of learning mechanisms, showed expected decrease under the reward-condition but no consistent trend under the error-condition. These suggest that participants co",2025,npj Science of Learning,Federico Nardi; A. Aldo Faisal; Shlomi Haar,10.1038/s41539-025-00373-8,,https://doi.org/10.1038/s41539-025-00373-8,crossref,real world robot learning deployment,concept,deployment,,1,proprioception; deployment,2026-06-12T15:07:36Z,19.647,21.647
doi:10.1016/j.energy.2023.129269,A machine learning based predictive maintenance algorithm for ship generator engines using engine simulations and collected ship data,,2023,Energy,Jinkyu Park; Jungmo Oh,10.1016/j.energy.2023.129269,,https://doi.org/10.1016/j.energy.2023.129269,crossref,energy based model robot learning,concept,ebm,,16,,2026-06-12T17:50:07Z,19.617,19.617
doi:10.1201/9781003762584-86,Method for correlation of failure data from durability tests and field of automotive engine parts with spontaneous failure mode,,2026,"Safety and Reliability, Volume 2",M. Vogt; H.R. Neu,10.1201/9781003762584-86,,https://doi.org/10.1201/9781003762584-86,crossref,robot foundation model failure mode,hostile,failure,,,robot foundation model; failure mode,2026-06-12T15:07:36Z,19.600,23.600
doi:10.1016/j.ifacol.2021.04.076,Human-Robot Collaboration Multi-objective Disassembly Line Balancing Subject to Task Failure via Multi-objective Artificial Bee Colony Algorithm,"Disassembly is a crucial process of remanufacturing end-of-life products. It can be done by either humans or robots. Manual disassembly has a high cost and low disassembly efficiency, while a robot is not flexible to perform different dynamic, complicated tasks. The combination of them can improve the disassembly efficiency. Because it is hard to know the detailed information about the wear and tear of the used products, there is a risk of disassembly failure. In this work, disassembly failure risks, constraints of disassembly priority, cycle time, and actual cost are taken into full consideration based on an AND/OR graph of used products. Besides, a mathematical model is constructed with the objectives of maximizing the profit and minimizing consumption, disassembly difficulties, and the number of workstations. Then, a new multi-objective artificial bee colony algorithm is proposed, whi",2020,IFAC-PapersOnLine,Chengcheng Xu; Haiping Wei; Xiwang Guo; Shixin Liu; Liang Qi; Ziyan Zhao,10.1016/j.ifacol.2021.04.076,,https://doi.org/10.1016/j.ifacol.2021.04.076,openalex,robotics,concept,openalex_bulk_robotics,,37,,2026-06-12T18:57:17Z,19.519,20.519
title:interactive task learning humans robots and agents acquiring new tasks through natural interactions,"Interactive Task Learning : Humans, Robots, and Agents Acquiring New Tasks through Natural Interactions","Experts from a range of disciplines explore how humans and artificial agents can quickly learn completely new tasks through natural interactions with each other.Humans are not limited to a fixed set of innate or preprogrammed tasks. We learn quickly through language and other forms of natural interaction, and we improve our performance and teach others what we have learned. Understanding the mechanisms that underlie the acquisition of new tasks through natural interaction is an ongoing challenge. Advances in artificial intelligence, cognitive science, and robotics are leading us to future systems with human-like capabilities. A huge gap exists, however, between the highly specialized niche capabilities of current machine learning systems and the generality, flexibility, and in situ robustness of human instruction and learning. Drawing on expertise from multiple disciplines, this Strungma",2019,MIT Press eBooks,Kevin A. Gluck,,,https://openalex.org/W3182006211,openalex,robotics,concept,openalex_bulk_robotics,,26,assistive robot; robustness,2026-06-12T18:57:17Z,19.148,20.148
doi:10.1007/s002689900063,Severity Stratification and Outcome Prediction for Multisystem Organ Failure and Dysfunction,"Abstract Multiple organ system failure or dysfunction (MOSF/MODS) remains a major cause of morbidity and mortality in hospitalized adults. Among intensive care unit (ICU) patients the extent of physiologic derangement, the type of associated disease or injury, increasing age, and life‐threatening comorbid conditions are the major determinants of risk for developing MOSF and for survival during the 1980s. Hospital mortality for patients with a single organ system failure (OSF) lasting more than 1 day approached 40%; and for those with two OSFs hospital mortality increased to 60%. These outcomes did not change over the decade. For patients with three or more OSFs persisting after 3 days of OSF, however, data suggest that between 1982 and 1990 the mortality has been reduced from 98% to 84% ( p = 0.0003). Because of variations in the types and combinations of OSFs, associated disease, and ex",1996,World Journal of Surgery,Jack E. Zimmerman; William A. Knaus; Xiaolu Sun; Douglas P. Wagner,10.1007/s002689900063,,https://doi.org/10.1007/s002689900063,crossref,robot world model failure,anti_myopia,anti_thesis,,41,robot world model; robot world model failure,2026-06-12T15:07:36Z,19.119,23.119
